index,apartment_type,metro_station,minutes_to_metro,region,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,renovation,price
2881,Secondary,Улица Академика Королёва,13,Moscow,6,105.73,75.1,18.1,1,32,Designer,49096485.0
2882,Secondary,Лужники,5,Moscow,0,24.5,15.1,9.1,1,5,Designer,12008444.0
2883,Secondary,Выставочная,5,Moscow,4,125.95,90.5,19.4,2,22,Designer,113782619.0
2884,New building,Красногвардейская,16,Moscow region,1,59.16,21.8,10.8,16,20,Cosmetic,4261309.0
2885,Secondary,Аминьевская,9,Moscow,5,188.29,73.1,48.3,1,5,European-style renovation,127742558.0
2886,Secondary,Красногвардейская,5,Moscow region,2,47.83,26.2,11.7,7,21,Cosmetic,7803298.0
2887,Secondary,Воробьёвы горы,19,Moscow,3,55.54,15.7,18.7,1,4,Designer,14443212.0
2888,Secondary,Дмитровская,9,Moscow,0,20.31,9.8,4.5,1,3,European-style renovation,5576592.0
2889,Secondary,Крылатское,5,Moscow,0,47.24,26.6,8.8,5,10,European-style renovation,10054806.0
2890,Secondary,Зюзино,6,Moscow,5,253.88,94.5,19.6,3,10,European-style renovation,151386751.0
2891,New building,Красный Балтиец,12,Moscow,1,68.02,40.1,10.1,9,17,Cosmetic,15179624.0
2892,Secondary,Народное Ополчение,19,Moscow,1,43.29,25.1,2.8,16,8,Without renovation,10400944.0
2893,New building,Котельники,19,Moscow region,1,21.13,9.2,8.2,8,14,Cosmetic,6457011.0
2894,Secondary,Воробьевы горы,4,Moscow,1,105.01,71.2,17.9,7,17,European-style renovation,52604357.0
2895,Secondary,Динамо,19,Moscow,0,37.05,12.1,5.8,1,34,Designer,19750632.0
2896,Secondary,Первомайская,12,Moscow,4,37.78,30.4,4.3,5,9,Cosmetic,9238484.0
2897,Secondary,Ботанический сад,5,Moscow,0,29.63,19.8,8.5,5,10,European-style renovation,7348912.0
2898,Secondary,Минская,16,Moscow,5,86.84,75.3,24.9,4,4,European-style renovation,42549008.0
2899,Secondary,Аминьевская,6,Moscow,0,17.71,10.2,8.8,1,14,European-style renovation,6571249.0
2900,Secondary,Бутово,17,Moscow region,1,110.46,61.2,18.2,3,14,European-style renovation,14733125.0
2901,New building,Юго-Западная,12,Moscow,3,138.45,100.4,20.1,3,14,Cosmetic,31689727.0
2902,Secondary,Щербинка,13,Moscow,0,18.04,10.8,8.6,4,4,Cosmetic,4486594.0
2903,Secondary,Красный Балтиец,8,Moscow,3,36.04,20.2,8.1,6,23,Without renovation,13287579.0
2904,Secondary,Беломорская,5,Moscow,0,29.28,25.8,5.0,2,9,European-style renovation,11804641.0
2905,Secondary,Минская,9,Moscow,1,51.26,12.9,40.4,1,6,European-style renovation,52242809.0
2906,Secondary,Парк Победы,19,Moscow,2,34.15,17.0,17.4,18,21,European-style renovation,28487061.0
2907,Secondary,Лефортово,7,Moscow,3,61.21,48.2,12.0,11,20,Designer,14261836.0
2908,Secondary,Беговая,19,Moscow,0,22.31,12.1,8.2,2,5,European-style renovation,7286379.0
2909,Secondary,Аннино,4,Moscow,3,99.73,65.9,19.9,20,7,Designer,46335980.0
2910,Secondary,Свиблово,12,Moscow,4,110.8,61.2,21.3,17,37,Without renovation,45160241.0
2911,Secondary,Пенягино,18,Moscow region,1,75.52,47.0,6.1,2,16,Cosmetic,7863502.0
2912,New building,Зябликово,19,Moscow region,2,56.89,39.7,8.5,20,16,Cosmetic,9363802.0
2913,Secondary,Рижская,9,Moscow,4,126.49,78.2,18.4,1,9,European-style renovation,45467530.0
2914,New building,Красногвардейская,19,Moscow region,1,32.27,10.5,8.4,10,20,Cosmetic,6192853.0
2915,Secondary,Панфиловская,13,Moscow,1,39.61,10.9,4.0,1,9,Without renovation,18050938.0
2916,New building,Терехово,19,Moscow,1,18.56,6.4,2.9,11,31,Cosmetic,9441907.0
2917,Secondary,Сходненская,15,Moscow,3,98.81,43.6,20.0,3,23,European-style renovation,36809046.0
2918,Secondary,Нагорная,10,Moscow,2,24.1,15.1,4.7,7,23,Without renovation,10574150.0
2919,Secondary,Калитники,13,Moscow,1,89.66,61.0,14.5,1,15,Cosmetic,19596107.0
2920,Secondary,Шоссе Энтузиастов,12,Moscow,4,59.02,24.4,13.8,9,16,Designer,23667207.0
2921,Secondary,Новодачная,17,Moscow,4,40.93,23.0,18.9,19,24,European-style renovation,17342644.0
2922,Secondary,Крымская,12,Moscow,4,101.24,66.9,18.6,19,21,European-style renovation,49752636.0
2923,New building,Прокшино,12,Moscow,3,53.88,26.5,9.1,9,20,Cosmetic,8494145.0
2924,New building,Братиславская,13,Moscow,4,35.05,11.7,18.6,6,17,Cosmetic,9463494.0
2925,Secondary,Красногорская,9,Moscow region,2,15.42,8.1,5.2,2,10,European-style renovation,3001755.0
2926,Secondary,Планерная,7,Moscow,0,15.42,6.2,4.8,2,9,European-style renovation,2661479.0
2927,Secondary,Жулебино,16,Moscow region,0,22.06,12.1,8.9,7,29,Without renovation,5956111.0
2928,Secondary,Тургеневская,3,Moscow,4,39.2,30.6,7.7,1,12,Without renovation,12012954.0
2929,Secondary,Динамо,12,Moscow,3,119.22,39.6,15.4,4,9,Designer,97947041.0
2930,Secondary,Алтуфьево,19,Moscow,5,182.29,86.6,44.3,2,40,European-style renovation,66997503.0
2931,Secondary,Воробьёвы горы,20,Moscow,1,41.28,20.7,8.3,14,11,European-style renovation,19969729.0
2932,Secondary,Павелецкая,13,Moscow,3,78.24,37.2,19.6,18,20,European-style renovation,34816273.0
2933,Secondary,Тульская,5,Moscow,6,352.48,155.0,18.5,3,5,European-style renovation,227248298.0
2934,Secondary,Мичуринский проспект,19,Moscow,2,57.72,44.6,16.7,1,22,European-style renovation,16756404.0
2935,Secondary,Боровское шоссе,13,Moscow,2,82.24,45.4,14.4,16,17,European-style renovation,31271649.0
2936,Secondary,Университет,6,Moscow,3,87.4,61.0,17.9,9,18,Designer,29942400.0
2937,Secondary,Крестьянская застава,19,Moscow,1,34.04,16.0,15.6,6,14,Designer,9683693.0
2938,Secondary,Площадь Революции,19,Moscow,4,109.93,64.7,14.7,1,7,Without renovation,26324297.0
2939,Secondary,Бульвар Рокоссовского,15,Moscow,4,90.42,60.9,21.2,14,23,European-style renovation,24791841.0
2940,New building,Котельники,13,Moscow region,1,47.91,28.2,4.0,9,20,Cosmetic,3124055.0
2941,Secondary,Митино,9,Moscow region,1,63.73,44.7,9.2,12,14,Designer,14485262.0
2942,Secondary,Цветной бульвар,4,Moscow,2,192.17,129.7,26.5,1,18,European-style renovation,50110251.0
2943,Secondary,Некрасовка,5,Moscow,1,23.82,6.0,17.7,16,21,Without renovation,7537498.0
2944,Secondary,Отрадное,4,Moscow,2,26.2,17.7,17.1,1,12,European-style renovation,5940528.0
2945,New building,Люблино,14,Moscow,2,26.96,13.2,8.3,15,14,Cosmetic,7832652.0
2946,Secondary,Достоевская,9,Moscow,6,17.52,9.2,5.5,2,16,Without renovation,4822741.0
2947,Secondary,Киевская,5,Moscow,0,112.84,101.2,5.3,2,4,European-style renovation,51346214.0
2948,New building,Жулебино,15,Moscow region,2,37.92,20.9,11.1,4,14,Cosmetic,4543281.0
2949,New building,Котельники,13,Moscow region,1,41.49,15.3,8.2,8,20,Cosmetic,3616369.0
2950,Secondary,Бутово,6,Moscow,0,20.04,9.8,8.7,1,10,European-style renovation,6910477.0
2951,Secondary,Солнцево,12,Moscow,0,19.8,11.3,8.7,4,9,European-style renovation,7364394.0
2952,Secondary,Сокол,14,Moscow,1,36.91,18.4,10.2,2,14,Designer,7333956.0
2953,Secondary,Щелковская,11,Moscow,1,25.32,8.8,6.9,12,15,Cosmetic,4236213.0
2954,Secondary,Аминьевская,8,Moscow,6,21.45,12.4,4.9,2,12,European-style renovation,7841347.0
2955,New building,Жулебино,12,Moscow region,1,25.77,11.0,4.6,1,20,Cosmetic,5153032.0
2956,New building,Красногвардейская,18,Moscow region,4,71.35,42.9,8.4,20,22,Cosmetic,12494188.0
2957,Secondary,Красногвардейская,13,Moscow region,0,15.43,11.8,11.4,2,9,European-style renovation,3205394.0
2958,Secondary,Жулебино,13,Moscow region,1,39.02,30.1,8.6,11,9,Without renovation,7365401.0
2959,Secondary,Калитники,8,Moscow,0,14.93,7.1,9.9,1,8,European-style renovation,3067682.0
2960,New building,Красногвардейская,9,Moscow region,0,21.09,10.3,5.1,2,16,Cosmetic,2451520.0
2961,Secondary,Улица Старокачаловская,9,Moscow,1,109.28,38.3,14.5,2,10,Designer,22708284.0
2962,New building,Котельники,13,Moscow region,1,29.96,16.9,4.3,20,10,Cosmetic,6612482.0
2963,Secondary,Бунинская Аллея,24,Moscow,4,107.65,93.9,15.2,20,42,Without renovation,32052621.0
2964,Secondary,Смоленская,13,Moscow,1,48.93,13.6,8.2,10,14,Designer,26283793.0
2965,Secondary,Дубровка,13,Moscow,3,124.3,73.1,24.7,16,21,Designer,85020933.0
2966,Secondary,Киевская,13,Moscow,2,41.58,12.4,10.5,17,10,European-style renovation,18776448.0
2967,Secondary,Новаторская,12,Moscow,1,24.41,16.0,8.7,2,6,European-style renovation,7600463.0
2968,Secondary,Перово,8,Moscow,6,115.32,61.9,21.3,3,20,Without renovation,22283336.0
2969,Secondary,Новаторская,5,Moscow,0,17.86,9.2,6.0,1,9,European-style renovation,8722811.0
2970,Secondary,Панфиловская,7,Moscow,4,96.54,67.3,18.8,12,10,Without renovation,26309370.0
2971,Secondary,Бутово,13,Moscow region,0,28.1,9.1,4.0,6,22,Without renovation,6912900.0
2972,Secondary,Кузьминки,5,Moscow,5,191.36,97.5,26.2,1,5,European-style renovation,38761156.0
2973,New building,Жулебино,12,Moscow region,3,75.4,37.3,17.8,9,9,Cosmetic,5452152.0
2974,New building,Красногвардейская,9,Moscow region,2,38.67,24.5,20.0,10,20,Cosmetic,8756724.0
2975,Secondary,Нахабино,19,Moscow,1,28.64,17.8,10.1,1,16,Designer,11002630.0
2976,Secondary,Лужники,5,Moscow,4,101.13,46.0,22.1,2,10,European-style renovation,72647676.0
2977,Secondary,Царицыно,19,Moscow,0,20.25,11.5,4.4,1,9,European-style renovation,8310410.0
2978,Secondary,Братиславская,13,Moscow,1,40.55,15.2,8.3,4,7,Without renovation,6368731.0
2979,Secondary,Опалиха,13,Moscow region,3,48.27,20.8,8.6,2,9,Without renovation,6831880.0
2980,New building,Москва-Товарная,5,Moscow,2,101.08,54.7,10.1,1,14,Cosmetic,25100687.0
2981,Secondary,Ботанический сад,27,Moscow,2,61.29,45.5,16.1,30,16,Designer,12987570.0
2982,Secondary,Фрунзенская,18,Moscow,3,85.69,28.6,18.9,3,21,Designer,75691869.0
2983,New building,Котельники,11,Moscow region,2,41.49,26.3,11.4,2,20,Cosmetic,4142569.0
2984,Secondary,Международная,19,Moscow,1,21.58,12.5,8.4,2,8,Without renovation,10490572.0
2985,Secondary,Славянский бульвар,12,Moscow,1,41.41,27.2,8.6,7,14,Without renovation,17754421.0
2986,Secondary,Ботанический сад,19,Moscow,2,43.13,24.4,8.4,21,10,Designer,13002491.0
2987,Secondary,Братиславская,9,Moscow,0,16.74,9.6,4.7,3,10,Cosmetic,5876084.0
2988,Secondary,Белокаменная,19,Moscow,4,86.2,48.1,20.1,1,10,European-style renovation,17184231.0
2989,Secondary,Каховская,16,Moscow,2,19.78,11.7,23.2,4,9,Designer,9983054.0
2990,New building,Электрозаводская,8,Moscow,2,158.39,90.8,20.8,18,8,Cosmetic,49033603.0
2991,Secondary,Белорусская,19,Moscow,1,44.24,27.7,18.8,8,14,Cosmetic,15429034.0
2992,Secondary,Маяковская,10,Moscow,4,142.1,90.4,21.8,4,5,European-style renovation,131011840.0
2993,Secondary,Терехово,13,Moscow,0,41.85,13.6,9.0,1,8,European-style renovation,10258737.0
2994,Secondary,Авиамоторная,13,Moscow,2,16.12,12.3,8.4,2,10,Designer,6611820.0
2995,Secondary,Чеховская,8,Moscow,1,31.27,11.7,11.2,12,4,Without renovation,13327395.0
2996,Secondary,Ломоносовский проспект,10,Moscow,4,164.02,108.8,28.7,3,11,European-style renovation,86794375.0
2997,Secondary,Рабочий Посёлок,14,Moscow,4,78.19,25.4,20.6,22,19,Designer,50684364.0
2998,Secondary,Соколиная Гора,13,Moscow,3,38.92,14.0,14.1,6,16,Cosmetic,6620088.0
2999,Secondary,Царицыно,6,Moscow,3,86.2,59.5,18.3,1,22,European-style renovation,19056704.0
3000,Secondary,Андроновка,12,Moscow,1,39.0,23.5,5.9,1,22,Cosmetic,14415244.0
3001,New building,Братиславская,12,Moscow,2,28.69,10.7,5.0,5,20,Cosmetic,6693033.0
3002,Secondary,ВДНХ,19,Moscow,3,124.15,70.8,17.1,2,20,Without renovation,65002134.0
3003,Secondary,Минская,19,Moscow,6,223.21,136.8,25.5,1,6,European-style renovation,95506618.0
3004,Secondary,Филёвский парк,9,Moscow,0,21.49,12.4,8.8,5,6,European-style renovation,11908666.0
3005,Secondary,Аэропорт,13,Moscow,2,54.34,36.6,8.4,7,33,Cosmetic,13635969.0
3006,Secondary,ЗИЛ,12,Moscow,3,72.17,41.9,18.4,1,14,European-style renovation,39500956.0
3007,Secondary,Аннино,5,Moscow,1,34.9,18.8,6.9,19,29,Without renovation,7795049.0
3008,New building,Братиславская,12,Moscow,1,23.33,10.6,11.2,11,15,Cosmetic,8941856.0
3009,New building,Красногвардейская,13,Moscow region,1,24.96,12.3,4.0,4,20,Cosmetic,5783323.0
3010,Secondary,Арбатская,8,Moscow,6,231.58,100.5,28.1,1,4,European-style renovation,226540951.0
3011,Secondary,Аминьевская,7,Moscow,3,66.47,30.5,23.8,9,22,European-style renovation,36581210.0
3012,Secondary,Народное Ополчение,18,Moscow,3,60.46,48.0,15.4,1,22,Without renovation,20151318.0
3013,Secondary,ВДНХ,9,Moscow,5,216.96,69.3,24.1,4,11,European-style renovation,67780202.0
3014,Secondary,Коммунарка,9,Moscow,0,34.0,16.7,4.6,10,12,European-style renovation,8865277.0
3015,Secondary,Балтийская,21,Moscow,1,73.71,51.1,9.0,6,22,European-style renovation,20928349.0
3016,Secondary,Киевская,9,Moscow,0,22.06,13.2,8.9,1,11,Designer,13436663.0
3017,Secondary,Битца,5,Moscow region,1,25.45,15.6,8.3,6,9,Without renovation,5239864.0
3018,New building,Красногвардейская,11,Moscow region,3,53.55,13.0,19.4,6,37,Cosmetic,8706763.0
3019,Secondary,Битца,6,Moscow region,3,78.06,58.6,15.2,23,11,Designer,27159501.0
3020,Secondary,Лесопарковая,19,Moscow,1,46.07,31.1,13.5,2,14,Cosmetic,7472839.0
3021,New building,Жулебино,12,Moscow region,2,47.66,27.4,11.9,7,17,Cosmetic,5378050.0
3022,Secondary,Третьяковская,16,Moscow,6,131.0,67.1,24.9,2,10,European-style renovation,105398437.0
3023,Secondary,Минская,5,Moscow,3,198.21,121.6,31.9,3,6,European-style renovation,122909005.0
3024,Secondary,Парк Победы,10,Moscow,5,222.1,107.5,42.0,1,56,European-style renovation,163730361.0
3025,Secondary,Опалиха,8,Moscow region,1,29.69,19.5,7.8,1,9,European-style renovation,8365207.0
3026,New building,Братиславская,12,Moscow,3,39.94,14.7,11.5,18,20,Cosmetic,9547414.0
3027,Secondary,Покровское,19,Moscow,0,19.72,9.3,4.1,1,9,Without renovation,6114616.0
3028,Secondary,Авиамоторная,4,Moscow,3,87.23,57.5,19.2,6,22,European-style renovation,30987432.0
3029,Secondary,Ломоносовский проспект,12,Moscow,5,133.4,54.8,57.1,3,10,European-style renovation,154216476.0
3030,Secondary,ЦСКА,5,Moscow,1,95.47,48.1,20.3,1,7,Cosmetic,55902512.0
3031,Secondary,Лианозово,13,Moscow,5,293.66,94.8,20.6,3,10,European-style renovation,65686354.0
3032,New building,Жулебино,13,Moscow region,1,68.43,40.3,11.4,25,20,Cosmetic,8391450.0
3033,Secondary,Бутово,5,Moscow,5,94.5,22.9,22.6,3,23,European-style renovation,17247543.0
3034,Secondary,Домодедовская,19,Moscow,5,147.29,53.5,20.0,3,10,European-style renovation,47827466.0
3035,Secondary,Минская,4,Moscow,6,95.81,59.2,5.6,4,20,Cosmetic,47849688.0
3036,Secondary,Ростокино,13,Moscow,2,95.65,49.6,21.8,11,21,Designer,50378820.0
3037,New building,Котельники,13,Moscow region,1,32.15,14.3,8.3,8,14,Cosmetic,6414423.0
3038,Secondary,Беговая,14,Moscow,5,192.37,71.9,39.9,3,5,European-style renovation,117422833.0
3039,Secondary,Библиотека и Ленина,15,Moscow,2,64.88,26.9,8.4,1,8,Designer,38845279.0
3040,Secondary,Киевская,19,Moscow,2,51.09,25.2,5.3,7,16,Designer,18022662.0
3041,Secondary,Технопарк,10,Moscow,2,84.76,67.1,13.3,17,14,Cosmetic,21645981.0
3042,Secondary,Улица Скобелевская,3,Moscow,2,32.7,19.1,8.4,15,21,Cosmetic,13248816.0
3043,Secondary,Варшавская,17,Moscow,4,118.97,72.6,20.1,19,22,European-style renovation,21680835.0
3044,New building,Каширская,12,Moscow,1,51.01,30.1,10.2,12,14,Cosmetic,9746950.0
3045,Secondary,Ховрино,11,Moscow,2,59.46,33.8,19.2,20,20,Without renovation,27048957.0
3046,Secondary,Преображенская площадь,13,Moscow,2,18.14,8.0,8.6,1,10,European-style renovation,4127140.0
3047,Secondary,Планерная,15,Moscow,3,102.22,69.9,10.8,19,10,European-style renovation,13815799.0
3048,Secondary,Спартак,18,Moscow,1,101.98,71.6,23.8,6,23,Without renovation,31977297.0
3049,Secondary,Лужники,19,Moscow,0,23.1,15.2,6.0,7,9,European-style renovation,9595182.0
3050,Secondary,Лефортово,13,Moscow,3,101.78,65.6,20.6,21,24,European-style renovation,31503378.0
3051,Secondary,Депо,8,Moscow,0,33.44,10.1,8.8,11,11,European-style renovation,5269807.0
3052,Secondary,ЗИЛ,5,Moscow,1,120.48,42.7,10.8,18,38,Cosmetic,46516772.0
3053,New building,Красногвардейская,12,Moscow region,3,76.78,28.9,60.3,2,14,Cosmetic,8976125.0
3054,Secondary,Лихоборы,18,Moscow,3,76.21,47.2,19.0,1,3,Designer,20013737.0
3055,Secondary,Зеленоград — Крюково,18,Moscow,3,59.99,42.5,19.1,1,8,Designer,15195911.0
3056,Secondary,Юго-Западная,20,Moscow,2,86.55,54.4,11.4,1,9,European-style renovation,15139874.0
3057,Secondary,Перово,5,Moscow,3,122.71,58.4,11.8,3,20,Cosmetic,29551100.0
3058,New building,Маяковская,12,Moscow,4,49.18,38.3,5.7,5,9,Cosmetic,18381165.0
